Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Ferrari,F430,2008,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11,2774,217310
Ferrari,F430,2008,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11,2774,228447
Ferrari,F430,2008,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11,2774,186925
Ferrari,F430,2009,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11,2774,200054
Ferrari,F430,2009,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11,2774,218310
Ferrari,F430,2009,premium unleaded (required),483,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,11,2774,187925
Ferrari,F430,2009,premium unleaded (required),483,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,16,11,2774,229447
Ford,Festiva,1991,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
Ford,Festiva,1991,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
Ford,Festiva,1992,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30,5657,2000
Ford,Festiva,1992,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30,5657,2000
Ford,Festiva,1993,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
Ford,Festiva,1993,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
Pontiac,Firebird,2000,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,28,17,210,4677
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,15,210,6175
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,15,210,8548
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,15,210,9567
Pontiac,Firebird,2000,regular unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17,210,5844
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16,210,24035
Pontiac,Firebird,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17,210,25475
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16,210,31215
Pontiac,Firebird,2001,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,28,17,210,18855
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16,210,27145
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16,210,32095
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16,210,25995
Pontiac,Firebird,2002,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16,210,28025
Pontiac,Firebird,2002,regular unleaded,200,6,MANUAL,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,29,17,210,20050
Pontiac,Firebird,2002,regular unleaded,200,6,AUTOMATIC,rear wheel drive,2,N/A,Midsize,Convertible,28,17,210,26965
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,24165
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,23965
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,26290
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,22165
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28090
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,25965
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,24230
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,18,5657,22230
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28230
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,24080
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,26380
Ford,Five Hundred,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,26080
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,28460
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,N/A,Large,Sedan,23,17,5657,24885
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,23035
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,26,19,5657,26610
Cadillac,Fleetwood,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Cadillac,Fleetwood,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Cadillac,Fleetwood,1996,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,24,15,1624,2158
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16699
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,13799
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,14499
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,15099
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15999
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15399
Suzuki,Forenza,2006,regular unleaded,126,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,14699
Suzuki,Forenza,2006,regular unleaded,126,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15799
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16349
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,14899
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15399
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15099
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16499
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15449
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,13999
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14349
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16049
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14499
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14949
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15999
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16949
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15249
Suzuki,Forenza,2007,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15849
Suzuki,Forenza,2007,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15599
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,15589
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16489
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,17689
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,27,19,481,16989
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16089
Suzuki,Forenza,2008,regular unleaded,127,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,28,19,481,16789
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14489
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15889
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,20,481,14989
Suzuki,Forenza,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,27,19,481,15389
Volkswagen,Fox,1991,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000
Volkswagen,Fox,1991,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,22,873,2000
Volkswagen,Fox,1992,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,29,22,873,2000
Volkswagen,Fox,1992,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,873,2000
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,30,22,873,2000
Volkswagen,Fox,1993,regular unleaded,81,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,22,873,2000
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,24975
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,15,258,26370
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,31575
Land Rover,Freelander,2003,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,15,258,27775
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26330
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,28330
Land Rover,Freelander,2004,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,25330
Land Rover,Freelander,2005,regular unleaded,174,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,19,16,258,26830
Land Rover,Freelander,2005,regular unleaded,174,6,AUTOMATIC,all wheel drive,2,"Crossover,Luxury",Compact,2dr SUV,19,16,258,26830
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,28030
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,23930
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,22,16,5657,21630
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,26530
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,29030
Ford,Freestar,2005,regular unleaded,,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,16,5657,32755
Ford,Freestar,2006,regular unleaded,193,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,22,16,5657,19650
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575
Ford,Freestar,2006,regular unleaded,193,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,22,16,5657,23655
Ford,Freestar,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26615
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,26665
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,23705
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,21,15,5657,29575
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Cargo Minivan,21,15,5657,19700
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,28440
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,30440
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25040
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,26840
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,26440
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,28240
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,28355
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,26505
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25105
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,30580
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,26955
Ford,Freestyle,2006,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,28530
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,27770
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,29205
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,17,5657,31055
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,25920
Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,20,15,190,39550
Infiniti,FX35,2008,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,22,15,190,38050
Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,42150
Infiniti,FX35,2009,premium unleaded (required),303,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,21,16,190,43600
Infiniti,FX45,2006,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,49750
Infiniti,FX45,2007,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,49850
Infiniti,FX45,2008,premium unleaded (required),320,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,17,13,190,50100
Infiniti,FX50,2009,premium unleaded (required),390,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,High-Performance",Midsize,4dr SUV,20,14,190,58400
Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2251
Infiniti,G20,2000,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,2449
Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,22195
Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
Infiniti,G20,2001,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,28,20,190,24895
Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,24095
Infiniti,G20,2002,regular unleaded,145,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,23,20,190,22195
Infiniti,G20,2002,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,22,16,190,33250
Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17,190,33800
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,33200
Infiniti,G35,2006,regular unleaded,280,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,31450
Infiniti,G35,2006,regular unleaded,298,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,31200
Infiniti,G35,2007,premium unleaded (required),275,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,190,33450
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,190,33450
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,17,190,33950
Infiniti,G35,2007,premium unleaded (required),293,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,190,34050
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31900
Infiniti,G35,2007,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,31450
Infiniti,G35,2007,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,32250
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,17,190,32250
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,190,34750
Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,190,32700
Infiniti,G35,2008,premium unleaded (required),306,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,33050
Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,35650
Infiniti,G37,2008,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,26,17,190,36200
Infiniti,G37,2008,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,24,18,190,34900
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,18,190,33700
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18,190,33250
Infiniti,G37,2009,premium unleaded (required),328,6,MANUAL,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,190,34250
Infiniti,G37,2009,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,190,43850
Infiniti,G37,2009,premium unleaded (required),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,35750
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,25,18,190,38700
Infiniti,G37,2009,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190,37000
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,26,18,190,35900
Infiniti,G37,2009,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,43900
Infiniti,G37,2009,premium unleaded (required),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,26,18,190,36650
Pontiac,G3,2009,regular unleaded,106,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,34,27,210,14335
Pontiac,G5,2007,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,14775
Pontiac,G5,2007,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,22,210,18425
Pontiac,G5,2008,regular unleaded,171,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,210,19850
Pontiac,G5,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,210,15675
Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,210,16980
Pontiac,G5,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,210,20280
Pontiac,G6,2008,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,30210
Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,26755
Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,23100
Pontiac,G6,2008,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,26960
Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,18765
Pontiac,G6,2008,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20290
Pontiac,G6,2008,regular unleaded,219,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,23100
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,28580
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,19275
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,24180
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28960
Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,26,17,210,24710
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,33,22,210,22220
Pontiac,G6,2009,regular unleaded,217,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,32300
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,30,22,210,20490
Pontiac,G6,2009,regular unleaded,164,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,30,22,210,21165
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,26,17,210,29060
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,24080
Pontiac,G6,2009,regular unleaded,252,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,26,17,210,28480
Pontiac,G6,2009,flex-fuel (unleaded/E85),219,6,AUTOMATIC,front wheel drive,2,Flex Fuel,Midsize,Coupe,26,17,210,24610
Pontiac,G6,2009,regular unleaded,221,6,AUTOMATIC,front wheel drive,2,N/A,Midsize,Convertible,26,17,210,31870
Pontiac,G8,2008,regular unleaded,361,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,29310
Pontiac,G8,2008,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,26910
Pontiac,G8,2009,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,24,15,210,31755
Pontiac,G8,2009,regular unleaded,256,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,25,17,210,28250
Pontiac,G8,2009,premium unleaded (recommended),415,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,20,13,210,37610
